titulo,genero,duracion,tono,anio,calificacion
"see no evil, hear no evil",Comedy,media,divertido,1989,6.8
sea of love,Crime,media,neutral,1989,6.8
body double,Crime,media,neutral,1984,6.8
risky business,Comedy,media,divertido,1983,6.8
house on haunted hill,Crime,corta,neutral,1959,6.8
let him go,Crime,media,neutral,2020,6.7
the good liar,Crime,media,neutral,2019,6.7
veronica mars,Crime,media,neutral,2014,6.7
gold,Crime,media,neutral,2016,6.7
the disappearance of alice creed,Crime,media,neutral,2009,6.7
the perfect host,Comedy,media,divertido,2010,6.7
cold in july,Crime,media,neutral,2014,6.7
big nothing,Comedy,corta,divertido,2006,6.7
the air i breathe,Crime,media,neutral,2007,6.7
the matador,Comedy,media,divertido,2005,6.7
swimming pool,Crime,media,neutral,2003,6.7
spun,Comedy,media,divertido,2002,6.7
the curse of the jade scorpion,Comedy,media,divertido,2001,6.7
the whole nine yards,Comedy,media,divertido,2000,6.7
summer of sam,Crime,larga,neutral,1999,6.7
the bone collector,Crime,media,neutral,1999,6.7
life,Comedy,media,divertido,1999,6.7
analyze this,Comedy,media,divertido,1999,6.7
u turn,Crime,larga,neutral,1997,6.7
apt pupil,Crime,media,neutral,1998,6.7
things to do in denver when you're dead,Crime,media,neutral,1995,6.7
the client,Crime,media,neutral,1994,6.7
kalifornia,Crime,media,neutral,1993,6.7
phenomena,Crime,media,neutral,1985,6.7
stir crazy,Comedy,media,divertido,1980,6.7
cherry,Crime,larga,neutral,2021,6.6
thoroughbreds,Comedy,media,divertido,2017,6.6
peter rabbit,Adventure,media,neutral,2018,6.6
the book of henry,Crime,media,neutral,2017,6.6
irrational man,Comedy,media,divertido,2015,6.6
going in style,Comedy,media,divertido,2017,6.6
focus,Comedy,media,divertido,2015,6.6
inherent vice,Comedy,larga,divertido,2014,6.6
the loved ones,Crime,corta,neutral,2009,6.6
the bad lieutenant: port of call - new orleans,Crime,larga,neutral,2009,6.6
stillwater,Crime,larga,neutral,2021,6.6
paranoid park,Crime,corta,neutral,2007,6.6
transsiberian,Crime,media,neutral,2008,6.6
cassandra's dream,Crime,media,neutral,2007,6.6
butterfly on a wheel,Crime,media,neutral,2007,6.6
pride and glory,Crime,larga,neutral,2008,6.6
scoop,Comedy,media,divertido,2006,6.6
derailed,Crime,media,neutral,2005,6.6
confidence,Crime,media,neutral,2003,6.6
small time crooks,Comedy,media,divertido,2000,6.6
true crime,Crime,larga,neutral,1999,6.6
wild things,Crime,media,neutral,1998,6.6
a perfect murder,Crime,media,neutral,1998,6.6
half baked,Comedy,corta,divertido,1998,6.6
the man who knew too little,Comedy,media,divertido,1997,6.6
midnight in the garden of good and evil,Crime,larga,neutral,1997,6.6
kiss the girls,Crime,media,neutral,1997,6.6
the pelican brief,Crime,larga,neutral,1993,6.6
the clovehitch killer,Crime,media,neutral,2018,6.5
"roman j. israel, esq.",Crime,larga,neutral,2017,6.5
under the silver lake,Crime,larga,neutral,2018,6.5
white boy rick,Crime,media,neutral,2018,6.5
the girl on the train,Crime,media,neutral,2016,6.5
stretch,Comedy,media,divertido,2014,6.5
money monster,Crime,media,neutral,2016,6.5
the final girls,Comedy,media,divertido,2015,6.5
sightseers,Adventure,corta,neutral,2012,6.5
the girl next door,Crime,media,neutral,2007,6.5
fanboys,Adventure,media,neutral,2009,6.5
step up,Crime,media,neutral,2006,6.5
ocean's twelve,Crime,larga,neutral,2004,6.5
out of time,Crime,media,neutral,2003,6.5
bandits,Comedy,larga,divertido,2001,6.5
awake,Crime,corta,neutral,2007,6.5
under suspicion,Crime,media,neutral,2000,6.5
double jeopardy,Crime,media,neutral,1999,6.5
8mm,Crime,larga,neutral,1999,6.5
don't be a menace to south central while drinking your juice in the hood,Comedy,corta,divertido,1996,6.5
naked gun 33 1/3: the final insult,Comedy,corta,divertido,1994,6.5
oscar,Comedy,media,divertido,1991,6.5
psycho ii,Crime,media,neutral,1983,6.5
creep 2,Crime,corta,neutral,2017,6.4
blood father,Crime,corta,neutral,2016,6.4
muppets most wanted,Adventure,media,neutral,2014,6.4
the frozen ground,Crime,media,neutral,2013,6.4
compliance,Crime,media,neutral,2012,6.4
horns,Comedy,media,divertido,2013,6.4
the raven,Crime,media,neutral,2012,6.4
stand up guys,Comedy,media,divertido,2012,6.4
solace,Crime,media,neutral,2015,6.4
no sudden move,Crime,media,neutral,2021,6.4
leaves of grass,Comedy,media,divertido,2009,6.4
child 44,Crime,larga,neutral,2015,6.4
the number 23,Crime,media,neutral,2007,6.4
the longest yard,Comedy,media,divertido,2005,6.4
the interpreter,Crime,larga,neutral,2005,6.4
mean machine,Comedy,media,divertido,2001,6.4
the cell,Crime,media,neutral,2000,6.4
the general's daughter,Crime,media,neutral,1999,6.4
ace ventura: when nature calls,Adventure,media,neutral,1995,6.4
the river wild,Adventure,media,neutral,1994,6.4
malice,Crime,media,neutral,1993,6.4
weekend at bernie's,Adventure,media,neutral,1989,6.4
i care a lot,Comedy,media,divertido,2020,6.3
the guilty,Crime,media,neutral,2021,6.3
the many saints of newark,Crime,media,neutral,2021,6.3
the laundromat,Comedy,media,divertido,2019,6.3
hustlers,Comedy,media,divertido,2019,6.3
cop car,Crime,corta,neutral,2015,6.3
the family,Comedy,media,divertido,2013,6.3
horrible bosses 2,Comedy,media,divertido,2014,6.3
secret in their eyes,Crime,media,neutral,2015,6.3
the voices,Comedy,media,divertido,2014,6.3
flypaper,Comedy,corta,divertido,2011,6.3
kimi,Crime,corta,neutral,2022,6.3
date night,Comedy,corta,divertido,2010,6.3
all good things,Crime,media,neutral,2010,6.3
the little things,Crime,larga,neutral,2021,6.3
the producers,Comedy,larga,divertido,2005,6.3
mindhunters,Crime,media,neutral,2004,6.3
death to smoochy,Comedy,media,divertido,2002,6.3
high crimes,Crime,media,neutral,2002,6.3
nurse betty,Comedy,media,divertido,2000,6.3
intolerable cruelty,Comedy,media,divertido,2003,6.3
very bad things,Comedy,media,divertido,1998,6.3
a life less ordinary,Comedy,media,divertido,1997,6.3
throw momma from the train,Comedy,corta,divertido,1987,6.3
american gigolo,Crime,media,neutral,1980,6.3
synchronic,Crime,media,neutral,2019,6.2
1922,Crime,media,neutral,2017,6.2
malignant,Crime,media,neutral,2021,6.2
the whole truth,Crime,media,neutral,2016,6.2
dark places,Crime,media,neutral,2015,6.2
killing them softly,Crime,media,neutral,2012,6.2
deadfall,Crime,media,neutral,2012,6.2
london boulevard,Crime,media,neutral,2010,6.2
the card counter,Crime,media,neutral,2021,6.2
lakeview terrace,Crime,media,neutral,2008,6.2
lions for lambs,Crime,media,neutral,2007,6.2
untraceable,Crime,media,neutral,2008,6.2
saw iii,Crime,media,neutral,2006,6.2
two for the money,Crime,larga,neutral,2005,6.2
taking lives,Crime,media,neutral,2004,6.2
the texas chainsaw massacre,Crime,media,neutral,2003,6.2
femme fatale,Crime,media,neutral,2002,6.2
one night at mccool's,Comedy,media,divertido,2001,6.2
heartbreakers,Comedy,larga,divertido,2001,6.2
hackers,Crime,media,neutral,1995,6.2
needful things,Crime,media,neutral,1993,6.2
turner & hooch,Comedy,media,divertido,1989,6.2
anon,Crime,media,neutral,2018,6.1
dom hemingway,Comedy,media,divertido,2013,6.1
extract,Comedy,media,divertido,2009,6.1
duplicity,Comedy,larga,divertido,2009,6.1
the killer inside me,Crime,media,neutral,2010,6.1
the oxford murders,Adventure,media,neutral,2008,6.1
the invisible,Crime,media,neutral,2007,6.1
fun with dick and jane,Comedy,media,divertido,2005,6.1
hannibal rising,Adventure,larga,neutral,2007,6.1
starsky & hutch,Comedy,media,divertido,2004,6.1
city by the sea,Crime,media,neutral,2002,6.1
murder by numbers,Crime,media,neutral,2002,6.1
the mexican,Adventure,larga,neutral,2001,6.1
snake eyes,Crime,media,neutral,1998,6.1
baby's day out,Adventure,media,neutral,1994,6.1
airheads,Comedy,media,divertido,1994,6.1
twins,Comedy,media,divertido,1988,6.1
get hard,Comedy,media,divertido,2015,6.0
the gambler,Crime,media,neutral,2014,6.0
righteous kill,Crime,media,neutral,2008,6.0
super troopers 2,Comedy,media,divertido,2018,6.0
deception,Crime,media,neutral,2008,6.0
13,Crime,media,neutral,2010,6.0
birthday girl,Comedy,media,divertido,2001,6.0
tequila sunrise,Crime,media,neutral,1988,6.0
dragnet,Comedy,media,divertido,1987,6.0
pink flamingos,Comedy,media,divertido,1972,6.0
the captive,Crime,media,neutral,2014,5.9
the tall man,Crime,media,neutral,2012,5.9
orphan: first kill,Crime,media,neutral,2022,5.9
pathology,Crime,media,neutral,2008,5.9
saw iv,Crime,media,neutral,2007,5.9
p2,Crime,media,neutral,2007,5.9
reno 911!: miami,Comedy,corta,divertido,2007,5.9
let's go to prison,Comedy,corta,divertido,2006,5.9
the x files: i want to believe,Crime,media,neutral,2008,5.9
88 minutes,Crime,media,neutral,2007,5.9
analyze that,Comedy,media,divertido,2002,5.9
mickey blue eyes,Comedy,media,divertido,1999,5.9
the last house on the left,Crime,corta,neutral,1972,5.9
the hangover part iii,Comedy,media,divertido,2013,5.8
saving silverman,Comedy,media,divertido,2001,5.8
the glass house,Crime,media,neutral,2001,5.8
the woman in the window,Crime,media,neutral,2021,5.7
jigsaw,Crime,media,neutral,2017,5.7
identity thief,Comedy,media,divertido,2013,5.7
the paperboy,Crime,media,neutral,2012,5.7
observe and report,Comedy,corta,divertido,2009,5.7
suburbicon,Comedy,media,divertido,2017,5.7
perfect stranger,Crime,media,neutral,2007,5.7
white chicks,Comedy,media,divertido,2004,5.7
enough,Crime,media,neutral,2002,5.7
101 dalmatians,Adventure,media,neutral,1996,5.7
the house,Comedy,corta,divertido,2017,5.6
regression,Adventure,media,neutral,2015,5.6
runner runner,Crime,corta,neutral,2013,5.6
bad santa 2,Comedy,media,divertido,2016,5.6
the black dahlia,Crime,larga,neutral,2006,5.6
be cool,Comedy,media,divertido,2005,5.6
the perfect score,Comedy,media,divertido,2004,5.6
domestic disturbance,Crime,corta,neutral,2001,5.6
jawbreaker,Comedy,corta,divertido,1999,5.6
saw 3d,Crime,media,neutral,2010,5.5
the stepfather,Crime,media,neutral,2009,5.5
the counselor,Crime,media,neutral,2013,5.4
the hustle,Comedy,media,divertido,2019,5.4
the whole ten yards,Comedy,media,divertido,2004,5.4
spring breakers,Crime,media,neutral,2012,5.3
trespass,Crime,media,neutral,2011,5.3
the resident,Crime,media,neutral,2011,5.3
balls of fury,Comedy,media,divertido,2007,5.3
the watcher,Crime,media,neutral,2000,5.3
d-tox,Crime,media,neutral,2002,5.3
a nightmare on elm street,Crime,media,neutral,2010,5.2
paul blart: mall cop,Action,media,emocionante,2009,5.2
bachchhan paandey,Action,larga,emocionante,2022,5.2
spiral: from the book of saw,Crime,media,neutral,2021,5.2
big momma's house,Action,media,emocionante,2000,5.2
hot pursuit,Action,corta,emocionante,2015,5.1
the snowman,Crime,media,neutral,2017,5.1
alex cross,Action,media,emocionante,2012,5.1
cosmopolis,Crime,media,neutral,2012,5.1
miss congeniality 2: armed & fabulous,Action,media,emocionante,2005,5.1
agent cody banks,Action,media,emocionante,2003,5.1
happy new year,Action,larga,emocionante,2014,4.9
charlie's angels: full throttle,Action,media,emocionante,2003,4.9
blues brothers 2000,Action,larga,emocionante,1998,4.9
police academy 4: citizens on patrol,Comedy,corta,divertido,1987,4.9
texas chainsaw massacre,Crime,corta,neutral,2022,4.8
tekken,Action,media,emocionante,2010,4.8
crocodile dundee in los angeles,Action,media,emocionante,2001,4.8
the spirit,Action,media,emocionante,2008,4.7
big momma's house 2,Comedy,media,divertido,2006,4.7
elektra,Action,media,emocionante,2005,4.7
death note,Crime,media,neutral,2017,4.5
home alone 3,Action,media,emocionante,1997,4.5
striptease,Comedy,media,divertido,1996,4.5
police academy 5: assignment: miami beach,Comedy,media,divertido,1988,4.5
paul blart: mall cop 2,Action,media,emocionante,2015,4.4
"big mommas: like father, like son",Action,media,emocionante,2011,4.4
little man,Comedy,media,divertido,2006,4.4
xxx: state of the union,Action,media,emocionante,2005,4.4
kangaroo jack,Action,corta,emocionante,2003,4.4
police academy 6: city under siege,Comedy,corta,divertido,1989,4.3
torque,Action,corta,emocionante,2004,4.1
inspector gadget,Action,corta,emocionante,1999,4.1
robocop 3,Action,media,emocionante,1993,4.1
holmes & watson,Comedy,media,divertido,2018,3.9
speed 2: cruise control,Action,larga,emocionante,1997,3.9
escape plan 2: hades,Action,media,emocionante,2018,3.8
catwoman,Action,media,emocionante,2004,3.4
police academy: mission to moscow,Comedy,corta,divertido,1994,3.4
heropanti 2,Action,larga,emocionante,2022,2.6
gigli,Comedy,larga,divertido,2003,2.6
baby geniuses,Comedy,media,divertido,1999,2.5
kod adi k.o.z.,Crime,media,neutral,2015,2.0
race 3,Action,larga,emocionante,2018,1.9
radhe,Action,larga,emocionante,2021,1.9
elk*rtuk,Action,larga,emocionante,2021,1.5
da hong deng long gao gao gua,Drama,larga,serio,1991,8.1
"quo vadis, aida?",Drama,media,serio,2020,8.0
il gattopardo,Drama,larga,serio,1963,8.0
novecento,Drama,larga,serio,1976,7.7
gettysburg,Drama,larga,serio,1993,7.6
lo imposible,Adventure,media,neutral,2012,7.5
jin ling shi san chai,Drama,larga,serio,2011,7.5
"se, jie",Drama,larga,serio,2007,7.5
no,Drama,media,serio,2012,7.4
zero dark thirty,Drama,larga,serio,2012,7.4
the mission,Adventure,larga,neutral,1986,7.4
gallipoli,Adventure,media,neutral,1981,7.4
a bridge too far,Drama,larga,serio,1977,7.4
den 12. mann,Drama,larga,serio,2017,7.3
the way back,Adventure,larga,neutral,2010,7.3
across the universe,Drama,larga,serio,2007,7.3
troy,Drama,larga,serio,2004,7.3
seabiscuit,Drama,larga,serio,2003,7.3
thirteen days,Drama,larga,serio,2000,7.3
jesus christ superstar,Drama,media,serio,1973,7.3
the death of stalin,Comedy,media,divertido,2017,7.2
the physician,Adventure,larga,neutral,2013,7.2
shattered glass,Drama,media,serio,2003,7.2
cold mountain,Adventure,larga,neutral,2003,7.2
the courier,Drama,media,serio,2020,7.1
valkyrie,Drama,larga,serio,2008,7.1
silence,Drama,larga,serio,2016,7.1
shakespeare in love,Comedy,larga,divertido,1998,7.1
padmaavat,Drama,larga,serio,2018,7.0
the water diviner,Drama,media,serio,2014,7.0
cool runnings,Adventure,media,neutral,1993,7.0
the bounty,Adventure,larga,neutral,1984,7.0
suffragette,Drama,media,serio,2015,6.9
the crucible,Drama,larga,serio,1996,6.8
history of the world: part i,Comedy,media,divertido,1981,6.8
the good shepherd,Drama,larga,serio,2006,6.7
k-19: the widowmaker,Drama,larga,serio,2002,6.7
anna and the king,Drama,larga,serio,1999,6.7
the red sea diving resort,Drama,larga,serio,2019,6.6
macbeth,Drama,media,serio,2015,6.6
the monuments men,Comedy,media,divertido,2014,6.1
world trade center,Drama,larga,serio,2006,6.0
serena,Drama,media,serio,2014,5.4
caligola,Drama,larga,serio,1979,5.3
"10,000 bc",Action,media,emocionante,2008,5.1
the father,Drama,media,serio,2020,8.2
the tashkent files,Drama,larga,serio,2019,8.1
the blue elephant,Drama,larga,serio,2014,8.0
le violon rouge,Drama,larga,serio,1998,7.6
beoning,Drama,larga,serio,2018,7.5
teströl és lélekröl,Drama,media,serio,2017,7.5
the conjuring,Horror,media,oscuro,2013,7.5
we need to talk about kevin,Drama,media,serio,2011,7.5
hugo,Adventure,larga,neutral,2011,7.5
doubt,Drama,media,serio,2008,7.5
eyes wide shut,Drama,larga,serio,1999,7.5
the devil's advocate,Drama,larga,serio,1997,7.5
contact,Drama,larga,serio,1997,7.5
the abyss,Adventure,larga,neutral,1989,7.5
the omen,Horror,media,oscuro,1976,7.5
profondo rosso,Horror,larga,oscuro,1975,7.5
the wicker man,Horror,corta,oscuro,1973,7.5
blow-up,Drama,media,serio,1966,7.5
spellbound,Film-Noir,media,neutral,1945,7.5
palm springs,Comedy,media,divertido,2020,7.4
the lighthouse,Drama,media,serio,2019,7.4
gi-eok-ui bam,Mystery,media,neutral,2017,7.4
durante la tormenta,Drama,larga,serio,2018,7.4
gokseong,Drama,larga,serio,2016,7.4
remember,Drama,media,serio,2015,7.4
dans la maison,Drama,media,serio,2012,7.4
cloud atlas,Drama,larga,serio,2012,7.4
[rec],Horror,corta,oscuro,2007,7.4
bhool bhulaiyaa,Comedy,larga,divertido,2007,7.4
el orfanato,Drama,media,serio,2007,7.4
the constant gardener,Drama,larga,serio,2005,7.4
harry potter and the chamber of secrets,Adventure,larga,neutral,2002,7.4
k-pax,Drama,media,serio,2001,7.4
scream,Horror,media,oscuro,1996,7.4
jacob's ladder,Drama,media,serio,1990,7.4
carrie,Horror,media,oscuro,1976,7.4
picnic at hanging rock,Drama,media,serio,1975,7.4
a shot in the dark,Comedy,media,divertido,1964,7.4
to catch a thief,Mystery,media,neutral,1955,7.4
hereditary,Drama,larga,serio,2018,7.3
the conjuring 2,Horror,larga,oscuro,2016,7.3
i origins,Drama,media,serio,2014,7.3
la cara oculta,Drama,media,serio,2011,7.3
caché,Drama,media,serio,2005,7.3
identity,Mystery,media,neutral,2003,7.3
unbreakable,Drama,media,serio,2000,7.3
sleepy hollow,Fantasy,media,neutral,1999,7.3
pi,Drama,corta,serio,1998,7.3
death and the maiden,Drama,media,serio,1994,7.3
manhattan murder mystery,Comedy,media,divertido,1993,7.3
suspicion,Film-Noir,media,neutral,1941,7.3
coherence,Drama,corta,serio,2013,7.2
10 cloverfield lane,Drama,media,serio,2016,7.2
the fountain,Drama,media,serio,2006,7.2
broken flowers,Comedy,media,divertido,2005,7.2
gosford park,Comedy,larga,divertido,2001,7.2
insomnia,Drama,media,serio,2002,7.2
ringu,Horror,media,oscuro,1998,7.2
cube,Drama,media,serio,1997,7.2
twin peaks: fire walk with me,Drama,larga,serio,1992,7.2
angel heart,Horror,media,oscuro,1987,7.2
the changeling,Horror,media,oscuro,1980,7.2
don't look now,Drama,media,serio,1973,7.2
the andromeda strain,Mystery,larga,neutral,1971,7.2
the wolf man,Horror,corta,oscuro,1941,7.2
last night in soho,Drama,media,serio,2021,7.1
black mirror: bandersnatch,Drama,media,serio,2018,7.1
where the crawdads sing,Drama,larga,serio,2022,7.1
midsommar,Drama,larga,serio,2019,7.1
first reformed,Drama,media,serio,2017,7.1
julieta,Drama,media,serio,2016,7.1
winter's bone,Drama,media,serio,2010,7.1
let me in,Drama,media,serio,2010,7.1
the tragedy of macbeth,Drama,media,serio,2021,7.1
los cronocrímenes,Horror,media,oscuro,2007,7.1
the jacket,Drama,media,serio,2005,7.1
"janghwa, hongryeon",Drama,media,serio,2003,7.1
the ring,Horror,media,oscuro,2002,7.1
ôdishon,Drama,media,serio,1999,7.1
